user_id,symbol,type,time,qty,avg_cost,buy_pwr
2,GOOGL,stock,2023-02-26 19:39:03,72,32.8,400
1,TSLA,stock,2023-02-26 19:39:03,65,51.4,400
2,TSLA,stock,2023-02-26 19:39:03,90,98.3,400
1,BTC/USD,crypto,2023-02-26 19:39:03,17,12.2,400
2,BTC/USD,crypto,2023-02-26 19:39:03,17,47,400
1,DOGE/USD,crypto,2023-02-26 19:39:03,41,66.7,400
2,DOGE/USD,crypto,2023-02-26 19:39:03,8,70.1,400
1,AAPL,stock,2023-02-27 19:39:03,51,14,400
2,AAPL,stock,2023-02-27 19:39:03,85,27,400
1,GOOGL,stock,2023-02-27 19:39:03,24,20.1,400
2,GOOGL,stock,2023-02-27 19:39:03,56,97.3,400
1,TSLA,stock,2023-02-27 19:39:03,98,95.9,400
2,TSLA,stock,2023-02-27 19:39:03,46,99.9,400
1,BTC/USD,crypto,2023-02-27 19:39:03,36,9.5,400
2,BTC/USD,crypto,2023-02-27 19:39:03,75,17.6,400
1,DOGE/USD,crypto,2023-02-27 19:39:03,26,82.9,400
2,DOGE/USD,crypto,2023-02-27 19:39:03,33,7.2,400
1,AAPL,stock,2023-02-28 19:39:03,71,96.4,400
2,AAPL,stock,2023-02-28 19:39:03,82,3.9,400
1,GOOGL,stock,2023-02-28 19:39:03,88,99.1,400
2,GOOGL,stock,2023-02-28 19:39:03,96,53.8,400
1,TSLA,stock,2023-02-28 19:39:03,98,42.4,400
2,TSLA,stock,2023-02-28 19:39:03,98,85,400
1,BTC/USD,crypto,2023-02-28 19:39:03,67,1.4,400
2,BTC/USD,crypto,2023-02-28 19:39:03,90,44.2,400
1,DOGE/USD,crypto,2023-02-28 19:39:03,48,25.9,400
2,DOGE/USD,crypto,2023-02-28 19:39:03,9,7.5,400
1,AAPL,stock,2023-03-01 19:39:03,73,36.8,400
2,AAPL,stock,2023-03-01 19:39:03,53,87.8,400
1,GOOGL,stock,2023-03-01 19:39:03,33,80.7,400
2,GOOGL,stock,2023-03-01 19:39:03,62,95.8,400
1,TSLA,stock,2023-03-01 19:39:03,85,63.3,400
2,TSLA,stock,2023-03-01 19:39:03,64,97.8,400
1,BTC/USD,crypto,2023-03-01 19:39:03,45,54.1,400
2,BTC/USD,crypto,2023-03-01 19:39:03,33,86.8,400
1,DOGE/USD,crypto,2023-03-01 19:39:03,35,18.9,400
2,DOGE/USD,crypto,2023-03-01 19:39:03,64,37.5,400
1,AAPL,stock,2023-03-02 19:39:03,94,7.5,400
2,AAPL,stock,2023-03-02 19:39:03,92,3,400
1,GOOGL,stock,2023-03-02 19:39:03,4,71.7,400
2,GOOGL,stock,2023-03-02 19:39:03,24,62.3,400
1,TSLA,stock,2023-03-02 19:39:03,34,76.7,400
2,TSLA,stock,2023-03-02 19:39:03,72,40.6,400
1,BTC/USD,crypto,2023-03-02 19:39:03,39,24.1,400
2,BTC/USD,crypto,2023-03-02 19:39:03,23,22.2,400
1,DOGE/USD,crypto,2023-03-02 19:39:03,1,95.8,400
2,DOGE/USD,crypto,2023-03-02 19:39:03,13,18.1,400
1,AAPL,stock,2023-03-03 19:39:03,25,97.3,400
2,AAPL,stock,2023-03-03 19:39:03,29,81.9,400
1,GOOGL,stock,2023-03-03 19:39:03,2,95.8,400
2,GOOGL,stock,2023-03-03 19:39:03,10,17,400
1,TSLA,stock,2023-03-03 19:39:03,12,10.6,400
2,TSLA,stock,2023-03-03 19:39:03,1,49.9,400
1,BTC/USD,crypto,2023-03-03 19:39:03,48,74.4,400
2,BTC/USD,crypto,2023-03-03 19:39:03,82,15.2,400
1,DOGE/USD,crypto,2023-03-03 19:39:03,46,40.1,400
2,DOGE/USD,crypto,2023-03-03 19:39:03,4,36.6,400
1,AAPL,stock,2023-03-04 19:39:03,34,0,400
2,AAPL,stock,2023-03-04 19:39:03,69,90.7,400
1,GOOGL,stock,2023-03-04 19:39:03,3,64.5,400
2,GOOGL,stock,2023-03-04 19:39:03,82,6,400
1,TSLA,stock,2023-03-04 19:39:03,89,76.4,400
2,TSLA,stock,2023-03-04 19:39:03,86,75,400
1,BTC/USD,crypto,2023-03-04 19:39:03,3,69.2,400
2,BTC/USD,crypto,2023-03-04 19:39:03,98,9.1,400
1,DOGE/USD,crypto,2023-03-04 19:39:03,86,3.7,400
2,DOGE/USD,crypto,2023-03-04 19:39:03,29,52.9,400
1,AAPL,stock,2023-03-05 19:39:03,11,25.9,400
2,AAPL,stock,2023-03-05 19:39:03,41,46.4,400
1,GOOGL,stock,2023-03-05 19:39:03,49,81.2,400
2,GOOGL,stock,2023-03-05 19:39:03,98,80.7,400
1,TSLA,stock,2023-03-05 19:39:03,76,66.5,400
2,TSLA,stock,2023-03-05 19:39:03,61,45.6,400
1,BTC/USD,crypto,2023-03-05 19:39:03,26,58.4,400
2,BTC/USD,crypto,2023-03-05 19:39:03,7,85.9,400
1,DOGE/USD,crypto,2023-03-05 19:39:03,39,86.1,400
2,DOGE/USD,crypto,2023-03-05 19:39:03,69,40.6,400
1,AAPL,stock,2023-03-06 19:39:03,57,16.2,400
2,AAPL,stock,2023-03-06 19:39:03,79,83.6,400
1,GOOGL,stock,2023-03-06 19:39:03,9,30.9,400
2,GOOGL,stock,2023-03-06 19:39:03,32,74.7,400
1,TSLA,stock,2023-03-06 19:39:03,66,12.4,400
2,TSLA,stock,2023-03-06 19:39:03,45,41.8,400
1,BTC/USD,crypto,2023-03-06 19:39:03,67,1.4,400
2,BTC/USD,crypto,2023-03-06 19:39:03,36,80.4,400
1,DOGE/USD,crypto,2023-03-06 19:39:03,82,73.3,400
2,DOGE/USD,crypto,2023-03-06 19:39:03,79,3.5,400
1,AAPL,stock,2023-03-07 19:39:03,34,36.5,400
2,AAPL,stock,2023-03-07 19:39:03,100,89.1,400
1,GOOGL,stock,2023-03-07 19:39:03,64,84.6,400
2,GOOGL,stock,2023-03-07 19:39:03,67,55.6,400
1,TSLA,stock,2023-03-07 19:39:03,48,25.4,400
2,TSLA,stock,2023-03-07 19:39:03,21,69.1,400
1,BTC/USD,crypto,2023-03-07 19:39:03,41,88.7,400
2,BTC/USD,crypto,2023-03-07 19:39:03,80,7.9,400
1,DOGE/USD,crypto,2023-03-07 19:39:03,41,24.9,400
2,DOGE/USD,crypto,2023-03-07 19:39:03,9,14.1,400
1,AAPL,stock,2023-03-08 19:39:03,95,73.3,400
2,AAPL,stock,2023-03-08 19:39:03,93,42.5,400
1,GOOGL,stock,2023-03-08 19:39:03,74,43.2,400
2,GOOGL,stock,2023-03-08 19:39:03,24,62.2,400
1,TSLA,stock,2023-03-08 19:39:03,5,45.4,400
2,TSLA,stock,2023-03-08 19:39:03,93,71.2,400
1,BTC/USD,crypto,2023-03-08 19:39:03,82,4.9,400
2,BTC/USD,crypto,2023-03-08 19:39:03,34,10.4,400
1,DOGE/USD,crypto,2023-03-08 19:39:03,36,44.3,400
2,DOGE/USD,crypto,2023-03-08 19:39:03,66,80.2,400
1,AAPL,stock,2023-03-09 19:39:03,48,59.7,400
2,AAPL,stock,2023-03-09 19:39:03,72,95,400
1,GOOGL,stock,2023-03-09 19:39:03,52,86,400
2,GOOGL,stock,2023-03-09 19:39:03,95,95.7,400
1,TSLA,stock,2023-03-09 19:39:03,17,52.8,400
2,TSLA,stock,2023-03-09 19:39:03,19,45.5,400
1,BTC/USD,crypto,2023-03-09 19:39:03,14,62.1,400
2,BTC/USD,crypto,2023-03-09 19:39:03,12,66.1,400
1,DOGE/USD,crypto,2023-03-09 19:39:03,55,42.8,400
2,DOGE/USD,crypto,2023-03-09 19:39:03,64,54.7,400
1,AAPL,stock,2023-03-10 19:39:03,78,97.1,400
2,AAPL,stock,2023-03-10 19:39:03,95,30.9,400
1,GOOGL,stock,2023-03-10 19:39:03,87,27.6,400
2,GOOGL,stock,2023-03-10 19:39:03,91,5.8,400
1,TSLA,stock,2023-03-10 19:39:03,5,70.9,400
2,TSLA,stock,2023-03-10 19:39:03,90,26,400
1,BTC/USD,crypto,2023-03-10 19:39:03,49,97.3,400
2,BTC/USD,crypto,2023-03-10 19:39:03,33,32.1,400
1,DOGE/USD,crypto,2023-03-10 19:39:03,95,22.8,400
2,DOGE/USD,crypto,2023-03-10 19:39:03,97,28,400
1,AAPL,stock,2023-03-11 19:39:03,29,67,400
2,AAPL,stock,2023-03-11 19:39:03,51,20.3,400
1,GOOGL,stock,2023-03-11 19:39:03,97,52.1,400
2,GOOGL,stock,2023-03-11 19:39:03,44,11,400
1,TSLA,stock,2023-03-11 19:39:03,73,65.3,400
2,TSLA,stock,2023-03-11 19:39:03,47,52.7,400
1,BTC/USD,crypto,2023-03-11 19:39:03,34,80.1,400
2,BTC/USD,crypto,2023-03-11 19:39:03,93,29.5,400
1,DOGE/USD,crypto,2023-03-11 19:39:03,95,3,400
2,DOGE/USD,crypto,2023-03-11 19:39:03,85,42.2,400
1,AAPL,stock,2023-03-12 19:39:03,87,62.1,400
2,AAPL,stock,2023-03-12 19:39:03,30,32.7,400
1,GOOGL,stock,2023-03-12 19:39:03,60,87.5,400
2,GOOGL,stock,2023-03-12 19:39:03,55,66.6,400
1,TSLA,stock,2023-03-12 19:39:03,42,26,400
2,TSLA,stock,2023-03-12 19:39:03,24,48.7,400
1,BTC/USD,crypto,2023-03-12 19:39:03,65,72.5,400
2,BTC/USD,crypto,2023-03-12 19:39:03,93,50.8,400
1,DOGE/USD,crypto,2023-03-12 19:39:03,58,35.9,400
2,DOGE/USD,crypto,2023-03-12 19:39:03,65,34.5,400
1,AAPL,stock,2023-03-13 19:39:03,59,27.1,400
2,AAPL,stock,2023-03-13 19:39:03,51,91.7,400
1,GOOGL,stock,2023-03-13 19:39:03,48,26.5,400
2,GOOGL,stock,2023-03-13 19:39:03,42,54.6,400
1,TSLA,stock,2023-03-13 19:39:03,27,74.6,400
2,TSLA,stock,2023-03-13 19:39:03,9,77.9,400
1,BTC/USD,crypto,2023-03-13 19:39:03,42,97.2,400
2,BTC/USD,crypto,2023-03-13 19:39:03,51,40.3,400
1,DOGE/USD,crypto,2023-03-13 19:39:03,84,96.8,400
2,DOGE/USD,crypto,2023-03-13 19:39:03,94,21.4,400
1,AAPL,stock,2023-03-14 19:39:03,72,83.2,400
2,AAPL,stock,2023-03-14 19:39:03,39,5.1,400
1,GOOGL,stock,2023-03-14 19:39:03,84,3.1,400
2,GOOGL,stock,2023-03-14 19:39:03,61,82.2,400
1,TSLA,stock,2023-03-14 19:39:03,28,2.8,400
2,TSLA,stock,2023-03-14 19:39:03,17,57.1,400
1,BTC/USD,crypto,2023-03-14 19:39:03,42,7.3,400
2,BTC/USD,crypto,2023-03-14 19:39:03,19,95.2,400
1,DOGE/USD,crypto,2023-03-14 19:39:03,24,53.3,400
2,DOGE/USD,crypto,2023-03-14 19:39:03,5,93.7,400
1,AAPL,stock,2023-03-15 19:39:03,49,74.8,400
2,AAPL,stock,2023-03-15 19:39:03,17,60.7,400
1,GOOGL,stock,2023-03-15 19:39:03,26,76.6,400
2,GOOGL,stock,2023-03-15 19:39:03,33,89.8,400
1,TSLA,stock,2023-03-15 19:39:03,11,50.9,400
2,TSLA,stock,2023-03-15 19:39:03,91,61,400
1,BTC/USD,crypto,2023-03-15 19:39:03,42,16.6,400
2,BTC/USD,crypto,2023-03-15 19:39:03,89,89.3,400
1,DOGE/USD,crypto,2023-03-15 19:39:03,67,31.1,400
2,DOGE/USD,crypto,2023-03-15 19:39:03,91,88.7,400
1,AAPL,stock,2023-03-16 19:39:03,9,55.9,400
2,AAPL,stock,2023-03-16 19:39:03,70,51.4,400
1,GOOGL,stock,2023-03-16 19:39:03,78,71.5,400
2,GOOGL,stock,2023-03-16 19:39:03,90,51.5,400
1,TSLA,stock,2023-03-16 19:39:03,63,14.4,400
2,TSLA,stock,2023-03-16 19:39:03,79,50.1,400
1,BTC/USD,crypto,2023-03-16 19:39:03,62,28.4,400
2,BTC/USD,crypto,2023-03-16 19:39:03,90,73.3,400
1,DOGE/USD,crypto,2023-03-16 19:39:03,88,91.6,400
2,DOGE/USD,crypto,2023-03-16 19:39:03,96,47.9,400
1,AAPL,stock,2023-03-17 19:39:03,79,28.2,400
2,AAPL,stock,2023-03-17 19:39:03,60,47.7,400
1,GOOGL,stock,2023-03-17 19:39:03,83,71.3,400
2,GOOGL,stock,2023-03-17 19:39:03,83,40.5,400
1,TSLA,stock,2023-03-17 19:39:03,2,63.9,400
2,TSLA,stock,2023-03-17 19:39:03,96,98.5,400
1,BTC/USD,crypto,2023-03-17 19:39:03,37,64.2,400
2,BTC/USD,crypto,2023-03-17 19:39:03,8,20.4,400
1,DOGE/USD,crypto,2023-03-17 19:39:03,46,76.9,400
2,DOGE/USD,crypto,2023-03-17 19:39:03,88,11.6,400
1,AAPL,stock,2023-03-18 19:39:03,79,15.6,400
2,AAPL,stock,2023-03-18 19:39:03,30,70.4,400
1,GOOGL,stock,2023-03-18 19:39:03,86,49.5,400
2,GOOGL,stock,2023-03-18 19:39:03,97,27.3,400
1,TSLA,stock,2023-03-18 19:39:03,94,82.3,400
2,TSLA,stock,2023-03-18 19:39:03,95,72,400
1,BTC/USD,crypto,2023-03-18 19:39:03,77,86.4,400
2,BTC/USD,crypto,2023-03-18 19:39:03,45,56.3,400
1,DOGE/USD,crypto,2023-03-18 19:39:03,6,40.6,400
2,DOGE/USD,crypto,2023-03-18 19:39:03,10,59.3,400
1,AAPL,stock,2023-03-19 19:39:03,5,60.5,400
2,AAPL,stock,2023-03-19 19:39:03,8,71.4,400
1,GOOGL,stock,2023-03-19 19:39:03,78,43.9,400
2,GOOGL,stock,2023-03-19 19:39:03,6,4.8,400
1,TSLA,stock,2023-03-19 19:39:03,34,97.2,400
2,TSLA,stock,2023-03-19 19:39:03,43,91.2,400
1,BTC/USD,crypto,2023-03-19 19:39:03,51,65.7,400
2,BTC/USD,crypto,2023-03-19 19:39:03,19,95.4,400
1,DOGE/USD,crypto,2023-03-19 19:39:03,17,24.9,400
2,DOGE/USD,crypto,2023-03-19 19:39:03,70,7.2,400
1,AAPL,stock,2023-03-20 19:39:03,85,3.6,400
2,AAPL,stock,2023-03-20 19:39:03,22,53.2,400
1,GOOGL,stock,2023-03-20 19:39:03,65,52.9,400
2,GOOGL,stock,2023-03-20 19:39:03,89,73,400
1,TSLA,stock,2023-03-20 19:39:03,30,14.4,400
2,TSLA,stock,2023-03-20 19:39:03,82,99.3,400
1,BTC/USD,crypto,2023-03-20 19:39:03,46,65.7,400
2,BTC/USD,crypto,2023-03-20 19:39:03,7,14,400
1,DOGE/USD,crypto,2023-03-20 19:39:03,46,30,400
2,DOGE/USD,crypto,2023-03-20 19:39:03,22,93.4,400
1,AAPL,stock,2023-03-21 19:39:03,46,47.4,400
2,AAPL,stock,2023-03-21 19:39:03,28,47.7,400
1,GOOGL,stock,2023-03-21 19:39:03,42,39.1,400
2,GOOGL,stock,2023-03-21 19:39:03,41,44.4,400
1,TSLA,stock,2023-03-21 19:39:03,66,7.5,400
2,TSLA,stock,2023-03-21 19:39:03,82,87.3,400
1,BTC/USD,crypto,2023-03-21 19:39:03,34,91.5,400
2,BTC/USD,crypto,2023-03-21 19:39:03,26,51.9,400
1,DOGE/USD,crypto,2023-03-21 19:39:03,95,16.4,400
2,DOGE/USD,crypto,2023-03-21 19:39:03,6,7.9,400
1,AAPL,stock,2023-03-22 19:39:03,76,63.6,400
2,AAPL,stock,2023-03-22 19:39:03,57,49.2,400
1,GOOGL,stock,2023-03-22 19:39:03,78,69.5,400
2,GOOGL,stock,2023-03-22 19:39:03,83,23.6,400
1,TSLA,stock,2023-03-22 19:39:03,30,31.1,400
2,TSLA,stock,2023-03-22 19:39:03,10,34.9,400
1,BTC/USD,crypto,2023-03-22 19:39:03,98,55.5,400
2,BTC/USD,crypto,2023-03-22 19:39:03,94,81.8,400
1,DOGE/USD,crypto,2023-03-22 19:39:03,81,8.2,400
2,DOGE/USD,crypto,2023-03-22 19:39:03,87,57.8,400
1,AAPL,stock,2023-03-23 19:39:03,49,56.7,400
2,AAPL,stock,2023-03-23 19:39:03,12,90.8,400
1,GOOGL,stock,2023-03-23 19:39:03,77,11.7,400
2,GOOGL,stock,2023-03-23 19:39:03,68,42.7,400
1,TSLA,stock,2023-03-23 19:39:03,100,87.7,400
2,TSLA,stock,2023-03-23 19:39:03,52,5.6,400
1,BTC/USD,crypto,2023-03-23 19:39:03,56,61.1,400
2,BTC/USD,crypto,2023-03-23 19:39:03,79,39.2,400
1,DOGE/USD,crypto,2023-03-23 19:39:03,74,59.4,400
2,DOGE/USD,crypto,2023-03-23 19:39:03,32,22.4,400
1,AAPL,stock,2023-03-24 19:39:03,22,29.4,400
2,AAPL,stock,2023-03-24 19:39:03,29,49.5,400
1,GOOGL,stock,2023-03-24 19:39:03,25,96.2,400
2,GOOGL,stock,2023-03-24 19:39:03,19,51.9,400
1,TSLA,stock,2023-03-24 19:39:03,4,79.7,400
2,TSLA,stock,2023-03-24 19:39:03,72,51,400
1,BTC/USD,crypto,2023-03-24 19:39:03,45,73,400
2,BTC/USD,crypto,2023-03-24 19:39:03,85,75.2,400
1,DOGE/USD,crypto,2023-03-24 19:39:03,75,31.2,400
2,DOGE/USD,crypto,2023-03-24 19:39:03,100,73.7,400
