"user_id","time","net"
1,"2022-04-02 08:38:03",2854
2,"2022-04-02 08:38:03",6140
1,"2022-04-02 08:48:03",3539
2,"2022-04-02 08:48:03",4296
1,"2022-04-02 08:58:03",6734
2,"2022-04-02 08:58:03",4653
1,"2022-04-02 09:08:03",3425
2,"2022-04-02 09:08:03",7312
1,"2022-04-02 09:18:03",7758
2,"2022-04-02 09:18:03",7939
1,"2022-04-02 09:28:03",2415
2,"2022-04-02 09:28:03",3911
1,"2022-04-02 09:38:03",3826
2,"2022-04-02 09:38:03",9143
1,"2022-04-02 09:48:03",4807
2,"2022-04-02 09:48:03",9654
1,"2022-04-02 09:58:03",822
2,"2022-04-02 09:58:03",276
1,"2022-04-02 10:08:03",8867
2,"2022-04-02 10:08:03",6946
1,"2022-04-02 10:18:03",3259
2,"2022-04-02 10:18:03",1793
1,"2022-04-02 10:28:03",5297
2,"2022-04-02 10:28:03",3895
1,"2022-04-02 10:38:03",1868
2,"2022-04-02 10:38:03",8844
1,"2022-04-02 10:48:03",4579
2,"2022-04-02 10:48:03",5088
1,"2022-04-02 10:58:03",454
2,"2022-04-02 10:58:03",3854
1,"2022-04-02 11:08:03",4582
2,"2022-04-02 11:08:03",7535
1,"2022-04-02 11:18:03",3197
2,"2022-04-02 11:18:03",491
1,"2022-04-02 11:28:03",7159
2,"2022-04-02 11:28:03",806
1,"2022-04-02 11:38:03",1882
2,"2022-04-02 11:38:03",9241
1,"2022-04-02 11:48:03",1188
2,"2022-04-02 11:48:03",1185
1,"2022-04-02 11:58:03",3327
2,"2022-04-02 11:58:03",878
1,"2022-04-02 12:08:03",6965
2,"2022-04-02 12:08:03",2882
1,"2022-04-02 12:18:03",339
2,"2022-04-02 12:18:03",4969
1,"2022-04-02 12:28:03",3385
2,"2022-04-02 12:28:03",397
1,"2022-04-02 12:38:03",2280
2,"2022-04-02 12:38:03",6483
1,"2022-04-02 12:48:03",5148
2,"2022-04-02 12:48:03",1925
1,"2022-04-02 12:58:03",5347
2,"2022-04-02 12:58:03",5193
1,"2022-04-03 06:08:03",6093
2,"2022-04-03 06:08:03",2526
1,"2022-04-03 06:18:03",4207
2,"2022-04-03 06:18:03",219
1,"2022-04-03 06:28:03",7661
2,"2022-04-03 06:28:03",8703
1,"2022-04-03 06:38:03",3296
2,"2022-04-03 06:38:03",7812
1,"2022-04-03 06:48:03",9353
2,"2022-04-03 06:48:03",6435
1,"2022-04-03 06:58:03",3025
2,"2022-04-03 06:58:03",6954
1,"2022-04-03 07:08:03",5030
2,"2022-04-03 07:08:03",6866
1,"2022-04-03 07:18:03",6664
2,"2022-04-03 07:18:03",3252
1,"2022-04-03 07:28:03",3448
2,"2022-04-03 07:28:03",4011
1,"2022-04-03 07:38:03",3174
2,"2022-04-03 07:38:03",3298
1,"2022-04-03 07:48:03",6336
2,"2022-04-03 07:48:03",4637
1,"2022-04-03 07:58:03",9024
2,"2022-04-03 07:58:03",6495
1,"2022-04-03 08:08:03",1437
2,"2022-04-03 08:08:03",3177
1,"2022-04-03 08:18:03",4063
2,"2022-04-03 08:18:03",7991
1,"2022-04-03 08:28:03",9358
2,"2022-04-03 08:28:03",9690
1,"2022-04-03 08:38:03",2610
2,"2022-04-03 08:38:03",3178
1,"2022-04-03 08:48:03",9575
2,"2022-04-03 08:48:03",6666
1,"2022-04-03 08:58:03",1444
2,"2022-04-03 08:58:03",6333
1,"2022-04-03 09:08:03",4517
2,"2022-04-03 09:08:03",7752
1,"2022-04-03 09:18:03",3047
2,"2022-04-03 09:18:03",1335
1,"2022-04-03 09:28:03",3100
2,"2022-04-03 09:28:03",7164
1,"2022-04-03 09:38:03",8670
2,"2022-04-03 09:38:03",6232
1,"2022-04-03 09:48:03",2793
2,"2022-04-03 09:48:03",2945
1,"2022-04-03 09:58:03",851
2,"2022-04-03 09:58:03",8391
1,"2022-04-03 10:08:03",7763
2,"2022-04-03 10:08:03",155
1,"2022-04-03 10:18:03",3069
2,"2022-04-03 10:18:03",8789
1,"2022-04-03 10:28:03",7412
2,"2022-04-03 10:28:03",8602
1,"2022-04-03 10:38:03",2580
2,"2022-04-03 10:38:03",3935
1,"2022-04-03 10:48:03",9988
2,"2022-04-03 10:48:03",4671
1,"2022-04-03 10:58:03",6600
2,"2022-04-03 10:58:03",6346
1,"2022-04-03 11:08:03",6428
2,"2022-04-03 11:08:03",8
1,"2022-04-03 11:18:03",6984
2,"2022-04-03 11:18:03",7046
1,"2022-04-03 11:28:03",5385
2,"2022-04-03 11:28:03",3793
1,"2022-04-03 11:38:03",2959
2,"2022-04-03 11:38:03",1626
1,"2022-04-03 11:48:03",9288
2,"2022-04-03 11:48:03",3794
1,"2022-04-03 11:58:03",8252
2,"2022-04-03 11:58:03",4732
1,"2022-04-03 12:08:03",5124
2,"2022-04-03 12:08:03",436
1,"2022-04-03 12:18:03",2349
2,"2022-04-03 12:18:03",8577
1,"2022-04-03 12:28:03",5716
2,"2022-04-03 12:28:03",7551
1,"2022-04-03 12:38:03",8526
2,"2022-04-03 12:38:03",1798
1,"2022-04-03 12:48:03",6594
2,"2022-04-03 12:48:03",9202
1,"2022-04-03 12:58:03",8316
2,"2022-04-03 12:58:03",2567
1,"2022-04-04 06:08:03",7531
2,"2022-04-04 06:08:03",4909
1,"2022-04-04 06:18:03",6916
2,"2022-04-04 06:18:03",1895
1,"2022-04-04 06:28:03",8425
2,"2022-04-04 06:28:03",3376
1,"2022-04-04 06:38:03",7314
2,"2022-04-04 06:38:03",4294
1,"2022-04-04 06:48:03",8021
2,"2022-04-04 06:48:03",1920
1,"2022-04-04 06:58:03",9672
2,"2022-04-04 06:58:03",5484
1,"2022-04-04 07:08:03",3198
2,"2022-04-04 07:08:03",8962
1,"2022-04-04 07:18:03",4914
2,"2022-04-04 07:18:03",6743
1,"2022-04-04 07:28:03",2659
2,"2022-04-04 07:28:03",5529
1,"2022-04-04 07:38:03",6683
2,"2022-04-04 07:38:03",7204
1,"2022-04-04 07:48:03",901
2,"2022-04-04 07:48:03",2225
1,"2022-04-04 07:58:03",7888
2,"2022-04-04 07:58:03",3684
1,"2022-04-04 08:08:03",3503
2,"2022-04-04 08:08:03",2477
1,"2022-04-04 08:18:03",7934
2,"2022-04-04 08:18:03",102
1,"2022-04-04 08:28:03",9440
2,"2022-04-04 08:28:03",4474
1,"2022-04-04 08:38:03",7477
2,"2022-04-04 08:38:03",596
1,"2022-04-04 08:48:03",180
2,"2022-04-04 08:48:03",149
1,"2022-04-04 08:58:03",8700
2,"2022-04-04 08:58:03",3427
1,"2022-04-04 09:08:03",5182
2,"2022-04-04 09:08:03",1166
1,"2022-04-04 09:18:03",1424
2,"2022-04-04 09:18:03",9527
1,"2022-04-04 09:28:03",1743
2,"2022-04-04 09:28:03",7978
1,"2022-04-04 09:38:03",7142
2,"2022-04-04 09:38:03",4619
1,"2022-04-04 09:48:03",8207
2,"2022-04-04 09:48:03",8383
1,"2022-04-04 09:58:03",7506
2,"2022-04-04 09:58:03",9944
1,"2022-04-04 10:08:03",7945
2,"2022-04-04 10:08:03",6732
1,"2022-04-04 10:18:03",8623
2,"2022-04-04 10:18:03",3514
1,"2022-04-04 10:28:03",9451
2,"2022-04-04 10:28:03",4877
1,"2022-04-04 10:38:03",53
2,"2022-04-04 10:38:03",7796
1,"2022-04-04 10:48:03",6129
2,"2022-04-04 10:48:03",3480
1,"2022-04-04 10:58:03",7133
2,"2022-04-04 10:58:03",4807
1,"2022-04-04 11:08:03",2298
2,"2022-04-04 11:08:03",2867
1,"2022-04-04 11:18:03",1609
2,"2022-04-04 11:18:03",1327
1,"2022-04-04 11:28:03",64
2,"2022-04-04 11:28:03",4539
1,"2022-04-04 11:38:03",7432
2,"2022-04-04 11:38:03",9152
1,"2022-04-04 11:48:03",9655
2,"2022-04-04 11:48:03",8046
1,"2022-04-04 11:58:03",4282
2,"2022-04-04 11:58:03",6672
1,"2022-04-04 12:08:03",8771
2,"2022-04-04 12:08:03",6142
1,"2022-04-04 12:18:03",3811
2,"2022-04-04 12:18:03",4552
1,"2022-04-04 12:28:03",5515
2,"2022-04-04 12:28:03",2294
1,"2022-04-04 12:38:03",3353
2,"2022-04-04 12:38:03",2153
1,"2022-04-04 12:48:03",5164
2,"2022-04-04 12:48:03",9840
1,"2022-04-04 12:58:03",2155
2,"2022-04-04 12:58:03",9138
1,"2022-04-05 06:08:03",979
2,"2022-04-05 06:08:03",8251
1,"2022-04-05 06:18:03",8853
2,"2022-04-05 06:18:03",1218
1,"2022-04-05 06:28:03",6749
2,"2022-04-05 06:28:03",3639
1,"2022-04-05 06:38:03",5719
2,"2022-04-05 06:38:03",1606
1,"2022-04-05 06:48:03",7165
2,"2022-04-05 06:48:03",181
1,"2022-04-05 06:58:03",995
2,"2022-04-05 06:58:03",3893
1,"2022-04-05 07:08:03",4386
2,"2022-04-05 07:08:03",8194
1,"2022-04-05 07:18:03",741
2,"2022-04-05 07:18:03",5474
1,"2022-04-05 07:28:03",2722
2,"2022-04-05 07:28:03",7612
1,"2022-04-05 07:38:03",1772
2,"2022-04-05 07:38:03",4014
1,"2022-04-05 07:48:03",6571
2,"2022-04-05 07:48:03",6020
1,"2022-04-05 07:58:03",7686
2,"2022-04-05 07:58:03",8819
1,"2022-04-05 08:08:03",1949
2,"2022-04-05 08:08:03",173
1,"2022-04-05 08:18:03",9647
2,"2022-04-05 08:18:03",4908
1,"2022-04-05 08:28:03",427
2,"2022-04-05 08:28:03",6346
1,"2022-04-05 08:38:03",8393
2,"2022-04-05 08:38:03",1212
1,"2022-04-05 08:48:03",1252
2,"2022-04-05 08:48:03",3950
1,"2022-04-05 08:58:03",9664
2,"2022-04-05 08:58:03",9692
1,"2022-04-05 09:08:03",9605
2,"2022-04-05 09:08:03",2667
1,"2022-04-05 09:18:03",9524
2,"2022-04-05 09:18:03",6142
1,"2022-04-05 09:28:03",8537
2,"2022-04-05 09:28:03",9897
1,"2022-04-05 09:38:03",3838
2,"2022-04-05 09:38:03",7695
1,"2022-04-05 09:48:03",3970
2,"2022-04-05 09:48:03",8651
1,"2022-04-05 09:58:03",9107
2,"2022-04-05 09:58:03",5956
1,"2022-04-05 10:08:03",6126
2,"2022-04-05 10:08:03",945
1,"2022-04-05 10:18:03",3199
2,"2022-04-05 10:18:03",8026
1,"2022-04-05 10:28:03",448
2,"2022-04-05 10:28:03",6121
1,"2022-04-05 10:38:03",7828
2,"2022-04-05 10:38:03",3494
1,"2022-04-05 10:48:03",4835
2,"2022-04-05 10:48:03",4214
1,"2022-04-05 10:58:03",9748
2,"2022-04-05 10:58:03",5009
1,"2022-04-05 11:08:03",8633
2,"2022-04-05 11:08:03",2142
1,"2022-04-05 11:18:03",8034
2,"2022-04-05 11:18:03",3186
1,"2022-04-05 11:28:03",693
2,"2022-04-05 11:28:03",4444
1,"2022-04-05 11:38:03",2094
2,"2022-04-05 11:38:03",3198
1,"2022-04-05 11:48:03",9409
2,"2022-04-05 11:48:03",3607
1,"2022-04-05 11:58:03",6123
2,"2022-04-05 11:58:03",1252
1,"2022-04-05 12:08:03",9667
2,"2022-04-05 12:08:03",4986
1,"2022-04-05 12:18:03",1471
2,"2022-04-05 12:18:03",5004
1,"2022-04-05 12:28:03",643
2,"2022-04-05 12:28:03",9899
1,"2022-04-05 12:38:03",1610
2,"2022-04-05 12:38:03",996
1,"2022-04-05 12:48:03",2385
2,"2022-04-05 12:48:03",2272
1,"2022-04-05 12:58:03",1552
2,"2022-04-05 12:58:03",955
1,"2022-04-06 06:08:03",2746
2,"2022-04-06 06:08:03",1094
1,"2022-04-06 06:18:03",8322
2,"2022-04-06 06:18:03",5284
1,"2022-04-06 06:28:03",5624
2,"2022-04-06 06:28:03",4451
1,"2022-04-06 06:38:03",2788
2,"2022-04-06 06:38:03",8960
1,"2022-04-06 06:48:03",5759
2,"2022-04-06 06:48:03",2361
1,"2022-04-06 06:58:03",7517
2,"2022-04-06 06:58:03",7951
1,"2022-04-06 07:08:03",3338
2,"2022-04-06 07:08:03",4632
1,"2022-04-06 07:18:03",7631
2,"2022-04-06 07:18:03",6242
1,"2022-04-06 07:28:03",4976
2,"2022-04-06 07:28:03",160
1,"2022-04-06 07:38:03",5066
2,"2022-04-06 07:38:03",428
1,"2022-04-06 07:48:03",9622
2,"2022-04-06 07:48:03",8907
1,"2022-04-06 07:58:03",5744
2,"2022-04-06 07:58:03",5781
1,"2022-04-06 08:08:03",7138
2,"2022-04-06 08:08:03",6980
1,"2022-04-06 08:18:03",6292
2,"2022-04-06 08:18:03",1345
1,"2022-04-06 08:28:03",9927
2,"2022-04-06 08:28:03",4653
1,"2022-04-06 08:38:03",7765
2,"2022-04-06 08:38:03",7042
1,"2022-04-06 08:48:03",6141
2,"2022-04-06 08:48:03",4044
1,"2022-04-06 08:58:03",4276
2,"2022-04-06 08:58:03",1220
1,"2022-04-06 09:08:03",4327
2,"2022-04-06 09:08:03",1949
1,"2022-04-06 09:18:03",8603
2,"2022-04-06 09:18:03",7361
1,"2022-04-06 09:28:03",1266
2,"2022-04-06 09:28:03",7301
1,"2022-04-06 09:38:03",9842
2,"2022-04-06 09:38:03",5267
1,"2022-04-06 09:48:03",7254
2,"2022-04-06 09:48:03",6941
1,"2022-04-06 09:58:03",8483
2,"2022-04-06 09:58:03",7989
1,"2022-04-06 10:08:03",2043
2,"2022-04-06 10:08:03",6085
1,"2022-04-06 10:18:03",7917
2,"2022-04-06 10:18:03",4744
1,"2022-04-06 10:28:03",5199
2,"2022-04-06 10:28:03",2142
1,"2022-04-06 10:38:03",903
2,"2022-04-06 10:38:03",5619
1,"2022-04-06 10:48:03",8546
2,"2022-04-06 10:48:03",8808
1,"2022-04-06 10:58:03",2278
2,"2022-04-06 10:58:03",5161
1,"2022-04-06 11:08:03",8751
2,"2022-04-06 11:08:03",6434
1,"2022-04-06 11:18:03",8625
2,"2022-04-06 11:18:03",410
1,"2022-04-06 11:28:03",8351
2,"2022-04-06 11:28:03",3220
1,"2022-04-06 11:38:03",456
2,"2022-04-06 11:38:03",6357
1,"2022-04-06 11:48:03",8026
2,"2022-04-06 11:48:03",6379
1,"2022-04-06 11:58:03",587
2,"2022-04-06 11:58:03",3225
1,"2022-04-06 12:08:03",2944
2,"2022-04-06 12:08:03",7358
1,"2022-04-06 12:18:03",5859
2,"2022-04-06 12:18:03",9637
1,"2022-04-06 12:28:03",9698
2,"2022-04-06 12:28:03",9052
1,"2022-04-06 12:38:03",3403
2,"2022-04-06 12:38:03",9512
1,"2022-04-06 12:48:03",9666
2,"2022-04-06 12:48:03",886
1,"2022-04-06 12:58:03",7132
2,"2022-04-06 12:58:03",5937
1,"2022-04-07 06:08:03",7923
2,"2022-04-07 06:08:03",5633
1,"2022-04-07 06:18:03",6457
2,"2022-04-07 06:18:03",4258
1,"2022-04-07 06:28:03",7327
2,"2022-04-07 06:28:03",2985
1,"2022-04-07 06:38:03",2275
2,"2022-04-07 06:38:03",9163
1,"2022-04-07 06:48:03",6215
2,"2022-04-07 06:48:03",8762
1,"2022-04-07 06:58:03",1857
2,"2022-04-07 06:58:03",7300
1,"2022-04-07 07:08:03",8197
2,"2022-04-07 07:08:03",1122
1,"2022-04-07 07:18:03",6204
2,"2022-04-07 07:18:03",3198
1,"2022-04-07 07:28:03",6039
2,"2022-04-07 07:28:03",7820
1,"2022-04-07 07:38:03",8421
2,"2022-04-07 07:38:03",2273
1,"2022-04-07 07:48:03",2611
2,"2022-04-07 07:48:03",7126
1,"2022-04-07 07:58:03",3050
2,"2022-04-07 07:58:03",8007
1,"2022-04-07 08:08:03",6460
2,"2022-04-07 08:08:03",4074
1,"2022-04-07 08:18:03",985
2,"2022-04-07 08:18:03",9241
1,"2022-04-07 08:28:03",4761
2,"2022-04-07 08:28:03",1455
1,"2022-04-07 08:38:03",2311
2,"2022-04-07 08:38:03",3569
1,"2022-04-07 08:48:03",9277
2,"2022-04-07 08:48:03",2383
1,"2022-04-07 08:58:03",9444
2,"2022-04-07 08:58:03",5136
1,"2022-04-07 09:08:03",4863
2,"2022-04-07 09:08:03",5531
1,"2022-04-07 09:18:03",2175
2,"2022-04-07 09:18:03",1614
1,"2022-04-07 09:28:03",7697
2,"2022-04-07 09:28:03",187
1,"2022-04-07 09:38:03",8862
2,"2022-04-07 09:38:03",647
1,"2022-04-07 09:48:03",1680
2,"2022-04-07 09:48:03",3302
1,"2022-04-07 09:58:03",452
2,"2022-04-07 09:58:03",5272
1,"2022-04-07 10:08:03",29
2,"2022-04-07 10:08:03",6075
1,"2022-04-07 10:18:03",6629
2,"2022-04-07 10:18:03",8121
1,"2022-04-07 10:28:03",8882
2,"2022-04-07 10:28:03",210
1,"2022-04-07 10:38:03",28
2,"2022-04-07 10:38:03",9254
1,"2022-04-07 10:48:03",538
2,"2022-04-07 10:48:03",3878
1,"2022-04-07 10:58:03",7235
2,"2022-04-07 10:58:03",1887
1,"2022-04-07 11:08:03",4944
2,"2022-04-07 11:08:03",4097
1,"2022-04-07 11:18:03",8054
2,"2022-04-07 11:18:03",4613
1,"2022-04-07 11:28:03",7030
2,"2022-04-07 11:28:03",3637
1,"2022-04-07 11:38:03",1737
2,"2022-04-07 11:38:03",7476
1,"2022-04-07 11:48:03",1255
2,"2022-04-07 11:48:03",209
1,"2022-04-07 11:58:03",6749
2,"2022-04-07 11:58:03",4361
1,"2022-04-07 12:08:03",1543
2,"2022-04-07 12:08:03",9790
1,"2022-04-07 12:18:03",777
2,"2022-04-07 12:18:03",5104
1,"2022-04-07 12:28:03",577
2,"2022-04-07 12:28:03",8980
1,"2022-04-07 12:38:03",814
2,"2022-04-07 12:38:03",7285
1,"2022-04-07 12:48:03",2246
2,"2022-04-07 12:48:03",3773
1,"2022-04-07 12:58:03",5725
2,"2022-04-07 12:58:03",5570
1,"2022-04-08 06:08:03",7619
2,"2022-04-08 06:08:03",9195
1,"2022-04-08 06:18:03",6860
2,"2022-04-08 06:18:03",3388
1,"2022-04-08 06:28:03",3833
2,"2022-04-08 06:28:03",4428
1,"2022-04-08 06:38:03",1680
2,"2022-04-08 06:38:03",1469
1,"2022-04-08 06:48:03",695
2,"2022-04-08 06:48:03",7776
1,"2022-04-08 06:58:03",3213
2,"2022-04-08 06:58:03",2690
1,"2022-04-08 07:08:03",6925
2,"2022-04-08 07:08:03",8779
1,"2022-04-08 07:18:03",3989
2,"2022-04-08 07:18:03",8577
1,"2022-04-08 07:28:03",9984
2,"2022-04-08 07:28:03",7071
1,"2022-04-08 07:38:03",9168
2,"2022-04-08 07:38:03",1997
1,"2022-04-08 07:48:03",830
2,"2022-04-08 07:48:03",8361
1,"2022-04-08 07:58:03",6604
2,"2022-04-08 07:58:03",6043
1,"2022-04-08 08:08:03",3572
2,"2022-04-08 08:08:03",8163
1,"2022-04-08 08:18:03",7465
2,"2022-04-08 08:18:03",9117
1,"2022-04-08 08:28:03",3037
2,"2022-04-08 08:28:03",3641
1,"2022-04-08 08:38:03",1725
2,"2022-04-08 08:38:03",7361
1,"2022-04-08 08:48:03",7554
2,"2022-04-08 08:48:03",105
1,"2022-04-08 08:58:03",809
2,"2022-04-08 08:58:03",9032
1,"2022-04-08 09:08:03",1445
2,"2022-04-08 09:08:03",4468
1,"2022-04-08 09:18:03",617
2,"2022-04-08 09:18:03",1689
1,"2022-04-08 09:28:03",4971
2,"2022-04-08 09:28:03",5565
1,"2022-04-08 09:38:03",108
2,"2022-04-08 09:38:03",1619
1,"2022-04-08 09:48:03",5989
2,"2022-04-08 09:48:03",7860
1,"2022-04-08 09:58:03",703
2,"2022-04-08 09:58:03",1350
1,"2022-04-08 10:08:03",4150
2,"2022-04-08 10:08:03",2429
1,"2022-04-08 10:18:03",316
2,"2022-04-08 10:18:03",8047
1,"2022-04-08 10:28:03",4343
2,"2022-04-08 10:28:03",6798
1,"2022-04-08 10:38:03",5589
2,"2022-04-08 10:38:03",3758
1,"2022-04-08 10:48:03",5429
2,"2022-04-08 10:48:03",2481
1,"2022-04-08 10:58:03",7042
2,"2022-04-08 10:58:03",903
1,"2022-04-08 11:08:03",3448
2,"2022-04-08 11:08:03",8308
1,"2022-04-08 11:18:03",5655
2,"2022-04-08 11:18:03",6685
1,"2022-04-08 11:28:03",6600
2,"2022-04-08 11:28:03",7331
1,"2022-04-08 11:38:03",239
2,"2022-04-08 11:38:03",417
1,"2022-04-08 11:48:03",6662
2,"2022-04-08 11:48:03",5962
1,"2022-04-08 11:58:03",3734
2,"2022-04-08 11:58:03",2755
1,"2022-04-08 12:08:03",1282
2,"2022-04-08 12:08:03",3147
1,"2022-04-08 12:18:03",4743
2,"2022-04-08 12:18:03",9752
1,"2022-04-08 12:28:03",9679
2,"2022-04-08 12:28:03",6799
1,"2022-04-08 12:38:03",4824
2,"2022-04-08 12:38:03",7011
1,"2022-04-08 12:48:03",2668
2,"2022-04-08 12:48:03",3820
1,"2022-04-08 12:58:03",81
2,"2022-04-08 12:58:03",8276
1,"2022-04-09 06:08:03",1050
2,"2022-04-09 06:08:03",7437
1,"2022-04-09 06:18:03",3979
2,"2022-04-09 06:18:03",1036
1,"2022-04-09 06:28:03",5728
2,"2022-04-09 06:28:03",2801
1,"2022-04-09 06:38:03",6963
2,"2022-04-09 06:38:03",2381
1,"2022-04-09 06:48:03",2662
2,"2022-04-09 06:48:03",1894
1,"2022-04-09 06:58:03",6404
2,"2022-04-09 06:58:03",8477
1,"2022-04-09 07:08:03",33
2,"2022-04-09 07:08:03",7841
1,"2022-04-09 07:18:03",3752
2,"2022-04-09 07:18:03",106
1,"2022-04-09 07:28:03",431
2,"2022-04-09 07:28:03",1751
1,"2022-04-09 07:38:03",6727
2,"2022-04-09 07:38:03",6786
1,"2022-04-09 07:48:03",7054
2,"2022-04-09 07:48:03",8013
1,"2022-04-09 07:58:03",6459
2,"2022-04-09 07:58:03",5908
1,"2022-04-09 08:08:03",1798
2,"2022-04-09 08:08:03",382
1,"2022-04-09 08:18:03",5598
2,"2022-04-09 08:18:03",6557
1,"2022-04-09 08:28:03",8171
2,"2022-04-09 08:28:03",3332
1,"2022-04-09 08:38:03",51
2,"2022-04-09 08:38:03",2538
1,"2022-04-09 08:48:03",6104
2,"2022-04-09 08:48:03",6616
1,"2022-04-09 08:58:03",782
2,"2022-04-09 08:58:03",690
1,"2022-04-09 09:08:03",6921
2,"2022-04-09 09:08:03",2918
1,"2022-04-09 09:18:03",1787
2,"2022-04-09 09:18:03",2405
1,"2022-04-09 09:28:03",9389
2,"2022-04-09 09:28:03",2318
1,"2022-04-09 09:38:03",1349
2,"2022-04-09 09:38:03",3735
1,"2022-04-09 09:48:03",7309
2,"2022-04-09 09:48:03",2036
1,"2022-04-09 09:58:03",9209
2,"2022-04-09 09:58:03",6776
1,"2022-04-09 10:08:03",9086
2,"2022-04-09 10:08:03",8581
1,"2022-04-09 10:18:03",4162
2,"2022-04-09 10:18:03",6016
1,"2022-04-09 10:28:03",8282
2,"2022-04-09 10:28:03",1609
1,"2022-04-09 10:38:03",5208
2,"2022-04-09 10:38:03",8865
1,"2022-04-09 10:48:03",4675
2,"2022-04-09 10:48:03",1085
1,"2022-04-09 10:58:03",5351
2,"2022-04-09 10:58:03",7068
1,"2022-04-09 11:08:03",6819
2,"2022-04-09 11:08:03",9856
1,"2022-04-09 11:18:03",4936
2,"2022-04-09 11:18:03",5323
1,"2022-04-09 11:28:03",3954
2,"2022-04-09 11:28:03",1906
1,"2022-04-09 11:38:03",7875
2,"2022-04-09 11:38:03",3535
1,"2022-04-09 11:48:03",8525
2,"2022-04-09 11:48:03",3298
1,"2022-04-09 11:58:03",1804
2,"2022-04-09 11:58:03",6788
